2.421194300137357480e+00,2.630613829818832516e-01
2.424077775772049748e+00,2.883787118215867529e-01
2.421210658353280198e+00,2.606901676434493220e-01
2.419460689640247075e+00,2.461684172653320624e-01
2.423967135658698258e+00,2.558145698253393996e-01
2.417899863968005381e+00,2.272108018784778638e-01
2.424978624975970831e+00,2.213674827810601098e-01
2.433958659831244820e+00,2.377116775106873081e-01
2.435388601267527875e+00,2.359510137674819819e-01
2.439848221538190476e+00,2.162297070294073031e-01
2.446316145866524572e+00,2.271025875679754391e-01
2.458088094228233267e+00,2.272712736785359733e-01
2.463517103423313870e+00,2.280835977961315486e-01
2.468125499659148847e+00,2.206645131461152376e-01
2.477768677598708003e+00,2.134418266206324077e-01
2.484184969091451922e+00,2.099254517649956076e-01
2.502609127759867658e+00,2.056217330694921630e-01
2.506182804862801206e+00,1.857158799692193440e-01
2.523654092967974272e+00,1.925752737306830886e-01
2.547071008585538809e+00,1.865041239514391713e-01
2.573737754414124446e+00,1.737541275539117025e-01
2.592087080826137591e+00,1.861734855900973318e-01
2.610656384025308974e+00,1.751297767670157990e-01
2.628959733560164214e+00,1.746116830089820271e-01
2.624412972302716973e+00,1.723969483636853539e-01
2.632227538460102600e+00,1.685774385677719089e-01
2.662768221669449265e+00,1.719883039816577641e-01
2.663756116297615328e+00,1.685711088562601156e-01
2.717237813673009317e+00,1.553230236615071869e-01
2.723753830385061914e+00,1.562752817740702127e-01
2.734293596612511035e+00,1.647663800219560659e-01
2.750941241885608068e+00,1.553836526819687425e-01
2.787013340674978412e+00,1.547176662887599641e-01
2.841915223232283516e+00,1.458490453224903505e-01
2.870394762150501045e+00,1.495594374930149795e-01
2.898024128719013159e+00,1.537370129472737657e-01
2.874230971653243039e+00,1.481455326060169830e-01
2.911781328492766718e+00,1.429295887269126653e-01
2.918026456999025964e+00,1.412535383226150576e-01
2.933890778748645012e+00,1.399528175984324496e-01
2.942431458998249649e+00,1.530005315587549819e-01
2.928115785937691395e+00,1.467581546903918011e-01
2.994380468581707255e+00,1.411130835626960012e-01
3.032616833024296632e+00,1.424044127844226737e-01
3.055594101301341237e+00,1.399822701042438278e-01
3.116558842288721376e+00,1.281002588326030645e-01
3.201773876734851143e+00,1.279330915578592853e-01
3.191330835290310475e+00,1.209370213232096036e-01
3.268694295090912583e+00,1.350772864689920583e-01
3.294103320476500230e+00,1.260803039140416526e-01
