2.677194621904769867e-01,2.735264208102216460e-02,5.709129674697779704e-03,5.333507347587893282e-04,3.796533315349166424e-03,5.940336633302310170e-04,9.099125817247448976e-04,1.772627588944404023e-03,4.094923477876411498e-03,1.295270663980859502e-03,3.331037942522405409e-04,3.065329176366701509e-03,2.213955376027627962e-03,7.517306108556220945e-04,5.428455397476176104e-04,8.082689915275424785e-04,1.102755302869019112e-03,4.687410636693607052e-03,5.481581676297397118e-04,3.503304184946985731e-04
7.528027652817983473e-01,1.759527639573114088e-01,1.958223417207724179e-02,2.712154398070258654e-02,4.297551430055426315e-03,1.716606680682559007e-03,3.670278174497991919e-03,2.551776775227661102e-03,2.335847513191141762e-03,3.023000522330501847e-03,1.834414236379134505e-03,2.137317660626120771e-03,2.308938434874855273e-03,1.662001298384346501e-03,2.864244649244835142e-03,1.551518496785813002e-03,1.921506976328788991e-03,1.507441960935933028e-03,2.335595815580807522e-03,2.190405277381485705e-03
1.055890555929424268e+00,6.875796247765157687e-02,4.750538972594852555e-02,1.064673359244076994e-01,3.025829858133556940e-02,1.647781157305548694e-02,6.557577735857251199e-03,1.119319932678980098e-02,8.003322130062721224e-03,4.349657477044160080e-03,4.201289028015467095e-03,3.490929214972579922e-03,2.475558383793013528e-03,2.980909403901752658e-03,2.012665816112720225e-03,2.988089138156957425e-03,2.442587581638700715e-03,2.067016213160557427e-03,2.427882064836767162e-03,1.793416374693616779e-03
7.230756558046840254e-01,1.074779045210154244e-01,9.839108283085407081e-02,9.058236476947495452e-02,7.717226197790541531e-02,6.855960563844901157e-02,5.657713830232388719e-02,3.825130641888813826e-02,2.347143542342732328e-02,9.461519483913976430e-03,6.388173566909387951e-04,5.818728814874618962e-04,1.393923129938774838e-03,1.541304286356153918e-03,2.413283368757221598e-04,2.836016110590166162e-03,9.305969701455737986e-04,1.017794651949889074e-03,5.157302069962315131e-04,2.123321247675280955e-03
9.256310100659068674e-01,2.207502437326922529e-01,3.538998483849670890e-02,2.457513613736397526e-02,1.026143562494760686e-02,5.296504409653255384e-03,2.962093228879161128e-03,5.143646396877830061e-03,2.334174086640415386e-03,4.841421608884139555e-03,2.013857646798098127e-03,2.080809144847795954e-03,2.095000545881494595e-03,2.901471804871026683e-03,2.341959933972972540e-03,2.683522709612919457e-03,2.841430903885495789e-03,2.796132698808715972e-03,1.918798666297482887e-03,1.956345807527846634e-03
7.220861787405012944e-01,7.692750205438889793e-03,7.613789687458768010e-03,1.183012983762172197e-02,5.053744892890802733e-03,8.105629822720476427e-03,4.320904802895840502e-03,2.592965589075105128e-03,3.165459849745882841e-03,4.085025144365680809e-03,2.247312096748128613e-03,2.480930572475681124e-03,2.902925726531664467e-03,2.741759364516974627e-03,2.720941983306190536e-03,2.251621758156982598e-03,2.696032987019097212e-03,2.842419386649447377e-03,4.527166198431171670e-03,2.492120252729825795e-03
2.868933237358354260e-01,1.852691021103276131e-02,1.686594820863555888e-02,8.214668711930590492e-03,6.231004098144328658e-03,1.133615463257729630e-03,5.462814460634356911e-03,1.237165894732289049e-03,2.514342644917051759e-03,2.049774722530379144e-03,1.124547663722455732e-03,3.413787437078573146e-03,3.323338397115344414e-03,8.314559870831832438e-04,1.043940078957560471e-03,8.811050386514687185e-04,9.119830861570760476e-04,7.042209597643629042e-04,1.255470978562508652e-03,2.595121101690713288e-03
8.785877903557023361e-01,1.356773376871819176e-02,7.332244770806071663e-03,7.653492729011654450e-03,7.349659032738475699e-03,4.691905060327805806e-03,4.601755844126907170e-03,2.621569825613347463e-03,1.479361402821737989e-03,1.902104500223700083e-03,1.517031307034549543e-03,2.096286324814913837e-03,2.736379787319859203e-03,3.016963643014262172e-03,1.939487384200277217e-03,1.651802161894796572e-03,3.593821715966889156e-03,1.457270030196629578e-03,1.531262337813007850e-03,2.204384420726060966e-03
3.871334993137305891e-01,2.695310688714229550e-03,4.688735340050103825e-03,2.141056034717894480e-03,1.868713445460308108e-03,2.052085785544101922e-03,3.314593226033208436e-03,1.855445932847426529e-03,2.389719889844604470e-03,2.088845685880704427e-03,2.485175315957125538e-03,2.479341301153773283e-03,2.278693440402335731e-03,1.764029515020884738e-03,1.670395629188526450e-03,1.912294711361186249e-03,2.301246541543310476e-03,3.053640094451302509e-03,2.154672390726426311e-03,1.911389948171615324e-03
9.695348417768517857e-01,2.281890180288469877e-02,1.155467714167455334e-02,1.460724158676720945e-02,4.355565863685101347e-03,2.878671100144865672e-03,1.975921379930091568e-03,3.001426802228043724e-03,4.132785467614264949e-03,2.744322251392494489e-03,2.290109762652175161e-03,1.780623374473351908e-03,1.804807550759174014e-03,1.263258064534111304e-03,1.642727178317871396e-03,1.252670652842971522e-03,4.762176627116273750e-03,1.003712769807247381e-03,1.708783728408218901e-03,1.977353013872753477e-03
1.323817734738483853e-01,8.692519110075293612e-03,2.347830475023656230e-03,3.013053856697835847e-03,1.246504208157644174e-03,2.833139898926949297e-04,2.541297838092020350e-03,2.739883349365414668e-04,2.327117183296069803e-03,3.448172798770223575e-04,2.198585347682967782e-04,1.840995687291678215e-03,4.211083040315954582e-03,1.891225849845220143e-04,9.300425648985803651e-03,1.711230955920799331e-03,6.517014067730945645e-03,7.608644277498159128e-04,4.829510248258490771e-04,2.635395288853877136e-04
1.861826598195759352e-01,2.595133084622729732e-03,2.269110935856447422e-03,1.884064622143744689e-03,2.324666687981674748e-04,3.563485170883426683e-04,1.388881274521987837e-03,8.743516430581119592e-04,4.871911709668887494e-04,5.874131392574466742e-04,6.447253625239933190e-04,8.045727844554626451e-04,1.166353463863971070e-03,6.670822368253555984e-04,5.293154052678520835e-04,1.024514136079420108e-03,7.043565629384697683e-04,3.385472396736476509e-04,2.171972560164733921e-03,1.635600302808674911e-03
3.442704429477978084e-02,8.088370172177809445e-03,1.479878489279042855e-03,1.076042146948632226e-03,1.973544346470698305e-03,2.124689077057569878e-03,2.285715132876911526e-03,4.001977926510879614e-03,6.440515444592314308e-03,3.866169837995967352e-03,1.942656778666523691e-03,1.260489162741954298e-03,4.051258599395013947e-03,3.900722411988555814e-03,2.859718612084343522e-03,1.302913668762047854e-03,2.678230071654032294e-03,3.333789124553541289e-03,3.430740280074993844e-03,1.649886001071780399e-03
2.205404791236358630e-01,7.951211468011677719e-02,7.002683189452650614e-02,2.579054265424738507e-02,5.567986588479666155e-02,1.093717866593369240e-02,9.450726441577564016e-03,6.490017536918578876e-03,3.430773347616539095e-03,6.230061430597642023e-03,5.108762265530270713e-03,4.305711955003645001e-03,4.257106475961388442e-03,3.561276263807748588e-03,4.631787390807631105e-03,3.245702064401914839e-03,3.790679642368054506e-03,3.775775173768162931e-03,3.193821404249565146e-03,4.103771166272127124e-03
3.129213508534200994e-01,2.638808287895647378e-02,3.319547270310567455e-02,2.293463433612854055e-02,1.300187483393039356e-02,8.352384609643001903e-03,3.732186292813072584e-03,4.082502767506256472e-03,3.631938078009694544e-03,3.520732052154772196e-03,3.875730531269812405e-03,3.314781387438615196e-03,4.099519985462430662e-03,3.857758799337972309e-03,3.252865570999953666e-03,2.358867324522594729e-03,4.085756282773797717e-03,3.636919831704992813e-03,2.172214188564141300e-03,2.425962043124420958e-03
1.217156040469382361e-01,1.859002476310172430e-02,7.113060444851595707e-04,1.017208537851374463e-03,5.303118150864910736e-03,1.624919324631112849e-03,3.105359714411191907e-04,2.683004820919869093e-03,5.909513637822113186e-04,5.050610987880584709e-04,5.009421410144552882e-03,2.247980339376778533e-03,2.648302099260450067e-03,1.771410817247201725e-03,1.960036643034329847e-03,3.597789092539229643e-04,3.981338419955844470e-03,2.696393577872884147e-04,1.197672468928973662e-03,5.434533219634010703e-03
1.387704032361576634e-01,2.386142824324707229e-02,2.094018014258861894e-03,1.572638208800161957e-03,1.157618957130914254e-03,9.306075060422368955e-03,1.069190837514058783e-03,1.190426349390669462e-03,5.272186511610532471e-03,1.470171865133322771e-03,2.338178232898983303e-03,1.336750668869714654e-03,1.040312220081549173e-02,1.107061100411131128e-03,3.121644369068868156e-03,3.801789168004596209e-03,4.481256891178465526e-03,1.956844593030269541e-03,2.909711789892366080e-03,3.194736488575643588e-03
1.133067776090853906e-01,6.466107256526341419e-03,6.943947513080195744e-04,6.509326424537655422e-04,2.515393407600120096e-04,5.228516396086368458e-04,9.442282032578076930e-04,6.989662585133408091e-04,1.326818048662285364e-03,5.746719498642042330e-04,4.467455875503895460e-03,2.470180155059126335e-03,6.879242403742720502e-04,9.204179868221567390e-04,1.749478150292199967e-03,3.415519473707282275e-03,3.142570272185507335e-04,1.542817925086693376e-03,3.734090302198721798e-04,3.746681482787671789e-03
1.587110691013025321e-01,4.982100702886152477e-02,1.404078519662319176e-02,1.325398156345023760e-02,1.324071963868255278e-02,3.489735690309959254e-03,4.075125691940941798e-03,3.034819434701800829e-03,1.598326740739215365e-03,4.361197764621558594e-03,2.385781365304340609e-03,1.783894359956792949e-03,1.914888168757307397e-03,1.808560690417097480e-03,1.445254476037950144e-03,2.856958127460161936e-03,1.688324618973249987e-03,3.988024725938710789e-03,2.030387694125911514e-03,1.343317416431658593e-03
9.545925613117135777e-02,5.717298173968195750e-03,3.810887853862852167e-03,6.587468453125763226e-04,1.086272950799199461e-03,3.721716656932898509e-04,7.880096650281382406e-04,4.277646285448941576e-04,2.070233774264009993e-03,2.986450842867430016e-04,1.225659494804102025e-03,2.775334950283332887e-03,7.151134777071912639e-04,6.989846659292740056e-04,2.505338341266003595e-04,8.180464631475287455e-05,6.352139162562161134e-04,3.688030647760312530e-03,9.150485874119104659e-04,1.061979933843712866e-03
4.006631017618744219e-03,2.641076858891015615e-03,2.799296177008808815e-03,1.186314870534632389e-03,1.401463308921681783e-03,1.054515981966428753e-03,7.903756116987865205e-04,1.407343325528692245e-03,7.765649460841452575e-04,8.637503089795640909e-04,5.793327471818645593e-04,1.477877748550255471e-03,1.095268785542082056e-03,1.046085248882931392e-03,1.238662743131511588e-03,8.057985626270654190e-04,1.095432474045122083e-03,1.334930112454770770e-03,1.485440904786551651e-03,7.733643863106379017e-04
