1.757076575522907191e+00,2.746769958262630373e-01
2.959553454725214472e+00,1.248809111633714247e-01
2.196733794119447136e+00,1.851920987988320277e-01
1.847611194739201324e+00,2.537949621522538335e-01
1.390544072693442823e+00,2.970145552662394328e-01
1.837810019083340407e+00,2.444245300145523325e-01
1.253327556438784907e+00,4.476399283661675055e-01
1.965335245223357008e+00,1.823025865195005979e-01
1.583974196712568228e+00,3.093493840544336848e-01
1.703056053244311308e+00,3.244621767248814237e-01
1.566333975538417800e+00,3.010043268979544773e-01
2.101321619353771375e+00,2.303543508155452280e-01
1.215432645122462407e+00,3.769820718080578725e-01
2.780318246209333211e+00,1.725730637864473227e-01
2.676016124015578423e+00,1.399394046225162502e-01
2.680085361423571122e+00,1.944052428689531375e-01
1.333586187211733609e+00,3.693716872631863657e-01
2.809456590223208927e+00,1.782793062213190449e-01
2.341525695946147678e+00,1.736838893849513288e-01
1.005078190969503016e+00,5.366364564537622339e-01
1.221867897084608412e+00,3.817857944308463147e-01
1.356109169214680055e+00,3.495563567510936998e-01
2.145041216751407909e+00,1.889786327218006545e-01
2.621371243144356100e+00,1.393188850482206531e-01
2.535594531840271948e+00,2.146124714175683956e-01
1.180928125313659427e+00,3.650653992138663817e-01
2.775333887509031427e+00,1.507081348355902017e-01
2.356247739949538289e+00,2.445700392273391088e-01
1.991767513019387703e+00,2.264923480868880068e-01
2.604000995490860504e+00,1.822604206141831551e-01
1.376947416856750595e+00,4.002755820185303071e-01
2.627608976015092246e+00,1.480129739309057890e-01
2.701321904765773496e+00,1.660634626243703560e-01
2.354093833309310213e+00,2.343054543186189886e-01
2.666031958581561945e+00,1.451872554868640919e-01
2.656218560600886569e+00,1.747692718455631788e-01
1.710859925799338876e+00,2.738860080636985050e-01
1.489687197499253157e+00,2.664492222770411534e-01
2.786987325392450643e+00,2.092979213062691191e-01
2.750713358872629577e+00,1.453935281567531324e-01
1.774029990640676013e+00,3.160429640033119436e-01
2.762490642152001907e+00,1.829518520344483590e-01
2.477141521445516581e+00,2.251746511367010983e-01
1.479399979788930342e+00,2.765888521657041133e-01
1.682868580342210096e+00,2.349383876459333886e-01
2.393855744771218319e+00,2.177520878157866435e-01
2.448217534569029574e+00,1.942031272794760843e-01
1.579019636981288333e+00,3.578523357270890215e-01
2.846832129994981919e+00,1.461894765737588031e-01
2.787151024068030392e+00,1.652417899778791943e-01
2.368570984794331924e+00,1.814703998865425383e-01
1.337074151900938146e+00,3.837390807523061165e-01
2.426341442022386552e+00,1.738881136228669910e-01
1.432718890475386697e+00,3.563142338347695115e-01
1.844278257201146243e+00,2.085585585115929397e-01
2.984843966948092842e+00,1.582387478079477494e-01
1.935618293163552162e+00,2.109373998275457240e-01
