7.676274257058546269e-01,4.111302200298943554e-01,4.005157079600981662e-01,3.920590858965724013e-01,3.861661310604780351e-01,7.837476467279204384e-02,7.566803202115979232e-02,7.440279282702967623e-02,7.437288569059738452e-02,7.570340394521027361e-02,1.479761257458377284e-02,1.663630118761368071e-02,1.480776189797220789e-02,1.627098575577391737e-02,1.591088993052826653e-02,3.802389061250727783e-03,7.862338215547197678e-04,3.883154023916538769e-04,2.009953577224917690e-03,7.452588372873783723e-04
1.766367199630437312e+00,9.928937824929964240e-01,9.714142806052487034e-01,9.511675705474826881e-01,9.321320088329976272e-01,1.840160719100264464e-01,1.828523596965386244e-01,1.820617192588211974e-01,1.814260585260133452e-01,1.805753464413126785e-01,3.721565508483599960e-02,3.777281617349106946e-02,3.675670382392547120e-02,3.818438681530363782e-02,3.810626968221376282e-02,1.869528800332487858e-03,1.707094127633053144e-03,2.573085232901292999e-03,1.970955209523013452e-03,1.725964091646038385e-03
2.004170651883051768e+00,1.046145700459901517e+00,1.019513241367826950e+00,9.992042923217947514e-01,9.766894547741747923e-01,1.932710642448138283e-01,1.936215675887834886e-01,1.906700974312058317e-01,1.897112140164341765e-01,1.884086648832714872e-01,3.867829226512548707e-02,3.889438880359576828e-02,3.885503578031623134e-02,3.882215546791172034e-02,3.858061689162656238e-02,1.763337933598919331e-03,2.534321985448048653e-03,2.499320873531371123e-03,4.489313247654404780e-03,1.739870099258420191e-03
7.656242541449473915e-01,1.675770398263115579e-01,1.531734567836121053e-01,1.489504972945065453e-01,1.302748480838634149e-01,4.783610190097491860e-02,3.542153818645900343e-02,2.025727387435654128e-02,1.480699156442042211e-02,1.481238932739019354e-02,2.913239912514546323e-03,3.210260005460276699e-03,7.743959522138826011e-03,3.109580436835191093e-03,3.927940333809439716e-03,3.011628982601374967e-03,1.547060753933939535e-04,5.762072199508957125e-03,2.401122318612567102e-04,7.429306830859006699e-03
2.016794320083861614e+00,9.689260845989607907e-01,9.445691662347923678e-01,9.228894391579911538e-01,9.073301570326314236e-01,1.789797666225933781e-01,1.785911570747884258e-01,1.767181564401077987e-01,1.748124068816259702e-01,1.744417650568774458e-01,3.571300572691846892e-02,3.569457676996363321e-02,3.599690942257898624e-02,3.599096711610464544e-02,3.629483471875581679e-02,1.919068576473251415e-03,1.756723689987388804e-03,2.467603643128540511e-03,2.011571094012057446e-03,1.985877226222868604e-03
1.859873143312795296e+00,1.478062131769719123e+00,1.298103343655289343e+00,1.277770154887931442e+00,1.247199314294406447e+00,2.576952614339984016e-01,2.479288377893775486e-01,2.388926821403411227e-01,2.371744931911831389e-01,2.405930799610011828e-01,5.302943184634195672e-02,4.886910879848099798e-02,4.881544667119952496e-02,4.923261043530692549e-02,4.849958951409285429e-02,4.227425595095084254e-03,5.228151235816479517e-03,3.292775212717353669e-03,2.450368167822973044e-03,1.981843409844264488e-03
8.422981927371908650e-01,5.228331782992310384e-01,5.125330513565532486e-01,4.996295025111047172e-01,4.907475049130466949e-01,9.628638469803996180e-02,9.648358875323026496e-02,9.649257727446651500e-02,9.666258905633909326e-02,9.633785406381199790e-02,2.329733284558770795e-02,1.909333305693812835e-02,1.915265129823586626e-02,1.918746994650860974e-02,1.935860363452028554e-02,1.365646073708155338e-03,9.521563930241063248e-04,9.283985611205955012e-04,4.728406905609021144e-04,1.970472018781256520e-03
1.731580923973610631e+00,9.696601157861000075e-01,8.581960289734329450e-01,8.369788577069847690e-01,8.197682388208376025e-01,1.685129776385160816e-01,1.606180764318015652e-01,1.601330605978281696e-01,1.588252782959542475e-01,1.582664511300476140e-01,3.266948416767290891e-02,3.430760863239194075e-02,3.313847676536330750e-02,3.206482715529805627e-02,3.240243617030662965e-02,1.397900630852904301e-03,2.830476858478132504e-03,1.204192375580140969e-03,2.176204432337431206e-03,2.009745516391932101e-03
1.278736176044665607e+00,1.119703785349489777e+00,1.075063193908260661e+00,8.909821256523067223e-01,8.363418313735924148e-01,1.685212726593538768e-01,1.658986650925929618e-01,1.647979581923731951e-01,1.629262666860173958e-01,1.632615665712555397e-01,3.357946979459015824e-02,3.366957704453178019e-02,3.303158384721396890e-02,3.348202505049875655e-02,3.271278420229129652e-02,1.878192213954949560e-03,2.052204833059705601e-03,1.760579020656163375e-03,2.753813836624582033e-03,1.797887824159492571e-03
1.887088922388748813e+00,7.225094775172854478e-01,6.952374049387053390e-01,6.756023438761790123e-01,6.636517573452067609e-01,1.302948572305928920e-01,1.337476567714737108e-01,1.310973812998084409e-01,1.284440703585143506e-01,1.284569854077548534e-01,2.639211632506348326e-02,2.666464618247586793e-02,2.635214679667493773e-02,2.605244794994251295e-02,2.586033162865909729e-02,7.170263384572287714e-04,9.651360203740408979e-04,2.458200514979650298e-03,1.455276056095679239e-03,9.483706246898822084e-04
