5.900377421070907014e-01,5.611348837464915640e-01,5.538214609996440219e-01,5.352894842061326486e-01,5.241622021916971796e-01,5.130062788631596371e-01,5.007808074156224754e-01,4.872158576096828897e-01,4.828178266879331049e-01,4.728967698772376660e-01,9.442902403229841424e-02,9.592803069283495354e-02,9.310019879251620056e-02,9.352452929674862081e-02,9.250861683590719253e-02,9.189588410185482725e-02,9.018333254046617675e-02,8.993242621408202575e-02,8.982991627273344271e-02,8.955858369513346184e-02,1.830954258121847422e-02,1.854865384743169948e-02,1.877302200220741513e-02,1.895234470047853226e-02,1.844115723078497415e-02,1.919177448739675662e-02,1.789405575459305023e-02,1.891854646609113927e-02,1.827499480365212675e-02,1.859381365652525153e-02,4.746724356839001290e-04,5.746363076763262622e-04,5.919685958451413555e-04,5.884246120728138085e-04,6.559597542448636267e-04,3.669690484913131000e-04,8.988409364176074435e-04,3.902323491658279920e-04,3.572135497549983572e-04,7.385852504050191385e-04
2.323870561399434265e-01,2.222146486350100661e-02,2.164853244773977739e-02,2.118888047865334287e-02,2.114049250384140641e-02,2.050122354744032815e-02,2.002635070290380293e-02,1.961620192963378292e-02,1.915074184245487907e-02,1.918237839878314185e-02,3.820482585874783628e-03,3.691524806916320067e-03,3.823719680713425894e-03,3.856612300113229121e-03,3.854381412196610651e-03,4.141635234625494662e-03,3.699551941557373876e-03,4.404558580782154398e-03,3.627357527627057820e-03,3.860986255541028287e-03,9.035886216273589450e-04,8.084659970346699592e-04,1.061585242100577956e-03,8.440946629449341777e-04,8.713002410014170475e-04,1.213588407551012289e-03,8.633504332538411482e-04,7.683609209936670143e-04,7.995038265459166902e-04,9.126603431089172882e-04,2.607073873079819061e-04,4.715250843186056281e-05,8.259539181297128664e-05,2.464041483460111285e-04,1.264376271668317831e-04,1.953062761222651791e-04,5.023907118156598203e-04,7.096138531455185839e-05,5.624028539248820176e-04,2.954265739417716048e-04
3.224608592944403496e-01,2.033560250478871900e-01,1.823428572348266274e-01,1.780455300063238377e-01,1.694760333834491040e-01,1.625388654430935664e-01,1.624911690596304858e-01,1.537973643944060553e-01,1.541651634387773973e-01,1.477991077167155054e-01,3.044462828132058624e-02,3.008459571027417845e-02,2.984607334806252746e-02,2.961463858906928509e-02,2.891530821700191017e-02,3.001003192922181706e-02,2.871404160684219373e-02,2.939420367152596053e-02,2.837772180148717682e-02,2.810365619515526464e-02,7.083407989625155159e-03,5.994674861141050144e-03,6.227921699580979062e-03,5.671287773192285053e-03,5.953295255275151653e-03,5.795924109030096624e-03,6.105242936716437363e-03,6.477588602690025760e-03,6.382897303678910367e-03,5.993031968632073214e-03,8.754738227575130372e-04,7.731425248810203663e-04,4.611358999125173843e-04,3.943540685957125781e-04,7.243298868429681042e-04,3.313483638832042484e-04,2.953684251992446915e-04,3.755871029827424312e-04,1.643710719665275339e-04,1.498697761881182119e-04
5.004996830614376613e-01,4.849374238273480575e-01,4.687031964397497252e-01,4.463923204503471021e-01,4.430513772460675237e-01,4.314710172917906039e-01,4.245330129758823068e-01,4.145707931946408520e-01,4.103191283439659443e-01,4.009143675459835854e-01,8.303208261743366680e-02,8.190058750475051608e-02,8.145762485775467909e-02,7.989044450525326080e-02,7.804900933662631268e-02,7.838857649789332527e-02,7.742018640609171776e-02,7.686305380790244002e-02,7.608145352508373371e-02,7.695264199668283567e-02,1.675359783780310668e-02,1.648260253087745902e-02,1.546898644600007422e-02,1.594159527872510834e-02,1.547468590951864807e-02,1.552664746378764997e-02,1.520162419551479051e-02,1.574255404219901747e-02,1.530661069150001004e-02,1.521154206284352356e-02,9.068618341755889725e-04,8.506321358947873225e-04,6.204106216221147354e-04,8.895637106343876055e-04,4.549306669172027608e-04,4.088015626328455102e-04,3.624234894178905556e-04,7.453698137704423739e-04,3.001992271197342237e-04,1.853143398689192846e-04
1.146110263588282718e+00,1.050441989892116013e+00,1.030069430583895329e+00,1.001623554525209236e+00,9.553036472174118998e-01,9.489514351598473674e-01,9.205227684785232123e-01,8.958236438171989224e-01,8.783869795485352849e-01,8.530847787692794615e-01,1.714251621935448389e-01,1.705402417501345469e-01,1.717314340823944407e-01,1.700138966797745399e-01,1.671104771832251645e-01,1.669200210966780562e-01,1.660610781900275779e-01,1.659320660105762235e-01,1.642535331044068514e-01,1.625563874492092775e-01,3.459592345905836142e-02,3.496489590044010720e-02,3.443266250632409653e-02,3.442281283615448995e-02,3.458030707450468477e-02,3.424056715268948559e-02,3.370568217350239371e-02,3.351551025184784649e-02,3.329272248728169792e-02,3.329664617291066414e-02,1.645391284477756627e-03,1.745499867210765403e-03,1.557705295844391460e-03,5.976820628751922364e-04,1.187607475979242161e-03,1.084006972730047107e-03,9.851032827852227326e-04,1.149228300962968274e-03,7.307672924153904093e-04,9.043134834061099681e-04
5.434773610535736932e-01,4.810099174446894055e-01,4.602960973504305331e-01,4.433101853017056837e-01,4.326509406573171290e-01,4.269623256469716188e-01,4.159130467977039669e-01,4.047345774958358566e-01,3.967063124566166388e-01,3.874507015856041847e-01,7.801875807416626396e-02,7.850314235941932561e-02,7.667839326689136759e-02,7.605696649418593192e-02,7.595349491392504315e-02,7.624812410828611664e-02,7.598128430115194676e-02,7.545363186405178169e-02,7.444195664500702359e-02,7.464315143117471185e-02,1.563806621330306526e-02,1.557627699559600322e-02,1.661122257364467530e-02,1.611902783821243801e-02,1.510904020131383432e-02,1.507095385069644362e-02,1.481162903950723232e-02,1.514405633952239406e-02,1.494699056962160363e-02,1.516853642126011863e-02,1.259487892417976863e-03,6.123485147981515622e-04,6.538233999760631118e-04,3.153310305942130559e-04,4.670419681020247229e-04,2.996771734731856155e-04,4.490642124989984818e-04,3.858306851158390988e-04,5.407351608691456741e-04,3.768255299767881610e-04
1.264632422985260130e+00,1.237822508585705750e+00,1.209655821426779632e+00,1.185081887098040854e+00,1.158508964138837527e+00,1.136169142985326008e+00,1.111072996037347327e+00,1.084087201520408605e+00,1.059928368272045507e+00,1.039744893749730892e+00,2.055689338838826152e-01,2.041586258493994221e-01,2.040842492071607284e-01,2.029669036356634426e-01,2.012251768532128393e-01,2.010771340344361668e-01,1.992438675777494783e-01,1.983728172452207394e-01,1.981635675365776283e-01,1.971075713270768470e-01,4.093367778291146647e-02,3.952018933529408834e-02,3.994043436384404205e-02,3.963681440308854109e-02,4.072084833071871329e-02,4.037045675064893785e-02,3.953802616184917684e-02,4.018358442426294558e-02,3.965419485105194791e-02,3.934871261404676579e-02,1.045026504967838275e-03,8.923514934256524369e-04,1.042719141841472706e-03,1.230121960870084923e-03,6.950877729100761590e-04,6.034658023658956991e-04,9.916943836929595617e-04,5.510419058812457199e-04,1.284132068598558803e-03,6.286216427291036607e-04
6.495252604860206613e-01,3.629374877786193387e-01,2.955427432704559321e-01,2.923940482528155638e-01,2.803903512517563756e-01,2.738274038442589653e-01,2.651792708675008714e-01,2.597733586117428883e-01,2.529588224009982622e-01,2.488269777442300990e-01,5.150254695439392127e-02,5.165980248446368217e-02,4.961726226009782748e-02,5.047823216649868772e-02,4.975657961883576258e-02,4.941663697104473757e-02,4.840862543407358637e-02,4.828034219040164970e-02,4.936539539208051330e-02,4.777954804047261639e-02,1.079731009158800721e-02,1.089071500090786973e-02,1.014158846307368529e-02,1.067572098051084231e-02,1.042777604483503123e-02,1.002772533957691295e-02,1.071359830308101467e-02,9.379296692660828508e-03,1.028544066027620163e-02,9.719810793724189407e-03,2.602774717137373004e-04,3.113228322111151773e-04,8.845688008128695405e-04,3.632356821646332674e-04,2.486258423160167801e-04,3.702020941997332770e-04,8.155000554787457650e-04,7.629618498838996272e-04,1.901578293192841601e-04,1.292045686257035756e-04
7.853734896321726833e-01,7.620760176433974964e-01,7.401244000270537082e-01,7.311634921691647637e-01,6.960134620199067701e-01,6.821955463966122846e-01,6.658047742115252854e-01,6.529833006555980646e-01,6.386746674502492560e-01,6.258602037602997159e-01,1.262478828851175683e-01,1.240907997343968922e-01,1.237563137347817838e-01,1.228374507237879054e-01,1.226370692035820692e-01,1.212172114802683442e-01,1.200049957428700603e-01,1.194916295104723192e-01,1.194867479664593612e-01,1.182238905042285321e-01,2.520934572940718155e-02,2.429393734055242463e-02,2.520832110886635224e-02,2.434439626378357563e-02,2.430744851653121250e-02,2.437882179419659234e-02,2.416796165828786688e-02,2.423540536851555641e-02,2.423561091002095907e-02,2.401706456024121222e-02,1.137642637980713521e-03,8.706712204130774915e-04,7.301289685926791798e-04,6.326657506657637356e-04,3.136310690562598758e-04,6.180873101931612162e-04,6.042373217089647879e-04,7.842351763648466520e-04,6.612975603451500895e-04,2.016568556262402238e-04
6.240561954303268655e-01,6.113978862783977508e-01,6.021759440044142098e-01,5.901723269988029541e-01,5.781875256693136400e-01,5.664342217000629676e-01,5.568318074239834159e-01,5.439516216331299336e-01,5.320332047559515054e-01,5.207730172502317290e-01,1.047622812647894808e-01,1.036567377275628143e-01,1.053201269363429893e-01,1.025230384019108626e-01,1.038889493125135233e-01,1.017077407012640378e-01,1.015429076905558226e-01,1.014031833747868344e-01,1.015441695811442058e-01,9.992110854409184950e-02,2.057644841189863391e-02,2.101001944241975491e-02,2.270664747404468539e-02,2.042475480748717764e-02,2.077688519109154378e-02,2.034592970375256882e-02,2.108824751086822713e-02,2.043506595549958449e-02,1.996128519238880503e-02,2.017915613754036816e-02,8.471145215108996174e-04,1.061363335209316965e-03,3.680414998522800593e-04,4.980330552103114138e-04,8.381709254529422053e-04,5.423150039386316753e-04,6.743026543624888866e-04,5.246704184038405213e-04,4.981280683250766334e-04,2.378761863758152096e-04
8.223353663462806828e-01,7.864200570327420925e-01,7.564655887676369206e-01,7.314549910177088332e-01,7.150794410199131645e-01,7.026985555876703593e-01,6.860009597593054176e-01,6.704916947499524049e-01,6.585322971236849954e-01,6.434927169554179871e-01,1.310660856938426766e-01,1.283678757048232477e-01,1.267137061646519403e-01,1.252916004560797325e-01,1.240469604544911786e-01,1.239088301869122194e-01,1.246619005575071160e-01,1.217569151254735554e-01,1.210169921278665961e-01,1.209081584299723233e-01,2.554409250407728774e-02,2.511131228628581818e-02,2.655651791316678695e-02,2.531998733592132761e-02,2.513655780018591787e-02,2.490495208093338603e-02,2.499731526538502904e-02,2.482294240978707642e-02,2.499066795481452025e-02,2.475931655830904479e-02,5.177196716911439296e-04,6.687312375475298150e-04,1.135887374500171680e-03,5.461532740581305327e-04,1.151779057812563024e-03,9.629443580122906861e-04,2.539053884532366072e-04,5.207620956417101810e-04,1.491719214352824410e-03,7.307573725337614991e-04
2.801920539428564561e-01,2.609833443424368626e-01,2.499596188243321526e-01,2.457518428261019072e-01,2.348743487231134963e-01,2.291615255722506961e-01,2.249501798553947551e-01,2.183897777317550526e-01,2.157880476287658555e-01,2.128499852974496398e-01,4.295465097089967016e-02,4.422560114654558450e-02,4.355108040585017187e-02,4.140237614191104309e-02,4.108102855843588641e-02,4.135365033901703541e-02,4.134362708609193304e-02,4.094153070802309530e-02,4.002632875838082332e-02,4.045476896136214473e-02,8.758416062804601568e-03,8.788433982385835883e-03,9.553590437958486142e-03,8.340337208765943519e-03,9.648994084232037291e-03,8.984008024434254891e-03,8.949775383518376870e-03,8.022151618041128626e-03,8.411713238316144078e-03,8.340367933927953642e-03,2.643606856296011045e-04,4.057703640146064481e-04,6.290033064822579158e-04,1.982143902209714177e-04,5.255002336430954647e-04,3.762891724910052320e-04,1.611792794677017570e-04,3.253751604659974581e-04,1.007085564048467965e-04,3.324600964020967800e-04
1.359255592838759741e+00,1.311846797841725198e+00,1.273970919878626429e+00,1.248165628193033339e+00,1.197459293897345844e+00,1.170227887744311079e+00,1.151138133890338811e+00,1.118000207265525736e+00,1.091990344993174267e+00,1.069278910446910480e+00,2.162634449546779747e-01,2.150979636953660457e-01,2.122157056556412402e-01,2.104516492751603574e-01,2.073656218358418402e-01,2.057388089994856006e-01,2.050414959940149440e-01,2.051425888714772938e-01,2.032956426967418850e-01,2.008926716857942218e-01,4.321340960777074469e-02,4.238358201358847360e-02,4.198869636143362505e-02,4.124143424676868924e-02,4.130565787789903381e-02,4.248796713986714713e-02,4.202238285004748775e-02,4.117455115675976163e-02,4.129229303977686311e-02,3.988988779940447205e-02,1.803149474686029183e-03,1.742748226368617120e-03,1.253005075790631761e-03,1.101015912438211902e-03,7.149533808796431971e-04,8.263623089240258734e-04,1.538795673493348684e-03,7.184656731646816034e-04,5.675375665919177087e-04,1.076153244653123764e-03
